id,number,title,code_blocks,labels_raw,component,type,priority,state,created_at,closed_at,resolution_hours,author,num_comments,num_assignees,repo,res_bucket,tfidf_top1,tfidf_top1_conf,tfidf_top2,tfidf_top2_conf,tfidf_top3,tfidf_top3_conf,bge_similar_1,bge_similar_1_score,bge_similar_2,bge_similar_2_score,bge_similar_3,bge_similar_3_score,stratum,label_status,body_excerpt
132923737,2926,This socket has been ended by the other party,,['error-telemetry'],error-telemetry,,,closed,2016-02-11 09:17:55+00:00,2016-04-18 07:37:35+00:00,1606.3277777777778,vscodeerrors,3,1,microsoft/vscode,months,error-telemetry,0.1264,install-update,0.0772,javascript,0.0539,3045,0.8107,2924,0.7989,3970,0.7613,vsc-months-error-telemetry,pending,Issue Id: <b>dda9a9d9-c965-4e8f-ef83-cbd9fb4e346f</b><br /><br />_Versions_ <br />\- 0.10.6-release<br />\- dfc08dc9edf6607483b193bf934d3badc3fa2e11<br />\- db71ac615ddf9f33b133ff2536f5d33a77d4774e<br />_Stack_ <br />Error: This socket has been ended by the other party<br /> at Socket.writeAfterFIN 
124176956,1685,customer javascript object.it's properties isn't in suggestions.,,['feature-request' 'javascript'],javascript,feature-request,,closed,2015-12-29 07:47:12+00:00,2016-03-14 08:50:22+00:00,1825.0527777777777,tonn2y,9,1,microsoft/vscode,months,suggest,0.126,javascript,0.0965,css-less-scss,0.0855,2342,0.7333,2331,0.7257,2101,0.7228,vsc-months-javascript,pending,![1](https://cloud.githubusercontent.com/assets/2756249/12031114/4a8e6476-ae43-11e5-8302-05d91f266815.jpg)
144860262,4822,Show hover on launch config gear,,['bug' 'debug' 'verified'],debug,bug,,closed,2016-03-31 10:51:30+00:00,2016-06-01 10:18:50+00:00,1487.4555555555555,weinand,1,1,microsoft/vscode,months,json,0.0926,debug,0.0813,typescript,0.0638,4656,0.77,4899,0.768,4932,0.7527,vsc-months-debug,pending,"- VSCode Version: alpha
- OS Version: OS X 10.11.4

I had a syntactically broken launch.json without being aware of it. It showed up in VS Code like this:

![2016-03-31 11-46-28](https://cloud.githubusercontent.com/assets/1898161/14172008/4bfa27aa-f736-11e5-96c9-9bd2ae227e70.png)

The gear icon show"
128786632,2292,Widgets inside editor should come last in their order of visibility when tabbing,,['bug' 'verified' 'accessibility'],accessibility,bug,,closed,2016-01-26 10:41:04+00:00,2017-05-19 21:21:45+00:00,11506.678055555556,bpasero,5,1,microsoft/vscode,long,accessibility,0.1552,suggest,0.0837,editor-find,0.0725,2812,0.7989,2352,0.7838,2010,0.7721,vsc-long-accessibility,pending,"When I use Tab to tab into the editor and have widgets open (e.g. find widget, view zone), focus jumps first between these widgets and then into the editor. I would think that focus should first move into the editor and then to the widgets in their order."
139238958,3828,Render white spaces: provide option to show white space between words,,"['help wanted' 'feature-request' 'verified' 'verification-needed'
 'editor-core']",editor-core,feature-request,,closed,2016-03-08 10:31:18+00:00,2016-09-27 12:37:13+00:00,4874.0986111111115,bpasero,13,1,microsoft/vscode,long,suggest,0.0885,ux,0.0727,languages-basic,0.0546,3501,0.7962,4418,0.776,2085,0.7708,vsc-long-editor-core,pending,"I have a use case to render whitespace but we seem to not render whitespace between words in a line:

![image](https://cloud.githubusercontent.com/assets/900690/13599004/3708247c-e521-11e5-81a0-8bbe6d4218c8.png)

Here I cannot figure out how the help text is formatted unless I use the keyboard."
146186082,4995,Remove all blank lines regex not working,,['editor-find'],editor-find,,,closed,2016-04-06 04:51:31+00:00,2016-12-08 08:36:30+00:00,5907.749722222222,jozsefk9,4,1,microsoft/vscode,long,editor-find,0.3643,suggest,0.0955,install-update,0.0376,278,0.8205,4836,0.8092,2097,0.7878,vsc-long-editor-find,pending,"- VSCode Version: 0.10.11
- OS Version: Windows 10 64bit

Steps to Reproduce:
1. Search and replace with regex turned on: ^$ 
2. Search and replace with regex turned on: ^\s+$

VSC replaces the blank lines with blank lines :)

See more details here:
https://stackoverflow.com/questions/36350324/visua"
146186979,4996,Multiple cursor paste pastes contents of all cursors,,['bug' 'verified' 'editor-multicursor'],editor-multicursor,bug,,closed,2016-04-06 05:01:31+00:00,2017-12-14 17:10:13+00:00,14820.145,jtremback,6,1,microsoft/vscode,long,suggest,0.422,editor-core,0.0488,keybindings,0.0456,4375,0.7875,4134,0.7854,110,0.7763,vsc-long-editor-multicursor,pending,"- VSCode Version: 0.10.11
- OS Version: OSX 10.11.3

Steps to Reproduce:
1. Select something with multiple cursors
2. Cut or Copy.
3. Paste, and you will get the contents of all cursors at each cursor.

Sublime Text must have a clipboard per cursor because it will only paste the text that was select"
132318469,2815,PluginHost crash and no way to recover gracefully,,['feature-request' 'extensions'],extensions,feature-request,,closed,2016-02-09 02:58:50+00:00,2017-11-24 15:03:43+00:00,15708.08138888889,prasannavl,8,1,microsoft/vscode,long,electron,0.1024,api,0.0841,extensions,0.0595,312767,0.8133,762,0.8097,311972,0.8061,vsc-long-extensions,pending,"When the PluginHost crashes, VS Code reports that it has to be restarted. However, one of the prime causes of the crash generally involves an extension that misbehaved. But the problem is that once VSCode produces that error, it ends up in one of two states:
1. VS Code's command palette is responsiv"
122217374,1316,Encoding detection from XML header,,['feature-request' 'file-explorer'],file-explorer,feature-request,,closed,2015-12-15 08:17:21+00:00,2017-11-17 09:57:43+00:00,16873.672777777778,ujay68,10,0,microsoft/vscode,long,languages-basic,0.0814,suggest,0.0625,install-update,0.0552,2123,0.7553,4958,0.7314,3117,0.724,vsc-long-file-explorer,pending,"The attached XML file declares and uses ISO-8859-15 as its encoding, but it opens as UTF-8. The sample Euro character (U+20AC), coded as byte 0xA4 in that encoding, is not shown correctly. v0.10.3 on OS X 10.11.2.

![iso-8859-15-vsc](https://cloud.githubusercontent.com/assets/3627476/11805513/8aef06"
119281112,772,[html] Improve auto completion of html closing tags,,['feature-request' 'html'],html,feature-request,,closed,2015-11-28 08:55:49+00:00,2017-11-21 15:54:29+00:00,17382.977777777778,osjn,8,1,microsoft/vscode,long,html,0.359,suggest,0.0989,languages-basic,0.0385,816,0.8685,502,0.8404,1048,0.8187,vsc-long-html,pending,"For html closing tags, auto completions will show after typing [INLINE_CODE], can they show after typing [INLINE_CODE] and needn't type [INLINE_CODE], and then the cursor is positioned between [INLINE_CODE] and [INLINE_CODE] after auto-completing?"
118007754,329,Portable version!,,['feature-request' 'install-update' 'on-testplan'],install-update,feature-request,,closed,2015-11-20 10:09:32+00:00,2018-06-18 18:06:25+00:00,22591.948055555556,crper,137,0,microsoft/vscode,long,suggest,0.065,file-explorer,0.0617,install-update,0.0519,679,0.7169,2743,0.7099,3326,0.6962,vsc-long-install-update,pending,"You can provide a portable version of it? Or to support the configuration file or plug-sync to the cloud;
Otherwise, each computer must be installed once, configured once. . It is a waste of time;

Thank you"
123113000,1493,Insert Line Above/Below keyboard shortcuts are swapped relative to Visual Studio,,['feature-request' 'keybindings'],keybindings,feature-request,,closed,2015-12-19 21:49:35+00:00,2017-11-22 15:21:37+00:00,16889.533888888887,rkeithhill,6,0,microsoft/vscode,long,keybindings,0.1574,suggest,0.1174,install-update,0.05,1760,0.812,406,0.8102,4880,0.8061,vsc-long-keybindings,pending,"I use Ctrl+Enter and Ctrl+Shift+Enter to insert lines above and below respectively in Visual Studio **all the time**. It drives me a bit bonkers that the shortcuts are swapped in VSCode. 

Given the name ""Visual Studio Code"" implies somewhat of a derivative of ""Visual Studio"", could you please chang"
135693406,3289,nls support for package.json does not work in all cases,,['bug' 'l10n-platform'],l10n-platform,bug,,closed,2016-02-23 10:11:07+00:00,2020-11-02 11:09:20+00:00,41136.97027777778,weinand,4,1,microsoft/vscode,long,json,0.083,debug,0.0821,ux,0.0789,3156,0.8344,4731,0.7821,2691,0.774,vsc-long-l10n-platform,pending,"On testing #3156:

I've nls'ed the Mono Debug extension including the [INLINE_CODE] and `description attributes. When publishing the extension to the marketplace, non-substituted strings show up in a few places:

![2016-02-19 19-00-31](https://cloud.githubusercontent.com/assets/1898161/13248302/cf39"
124754826,1765,[jade] Incorrect highlighting in strings with inline tags,"``` jade
p #[code samp] — Regular text. #[samp This is sample text] more text.
```",['upstream' 'languages-basic'],languages-basic,,,closed,2016-01-04 12:54:51+00:00,2016-09-09 12:42:24+00:00,5975.7925,mrmlnc,7,1,microsoft/vscode,long,languages-basic,0.087,suggest,0.0742,typescript,0.0571,3678,0.8761,558,0.8631,4240,0.8275,vsc-long-languages-basic,pending,"**VS Code version**:
0.10.6

**Code**:

[CODE_BLOCK]

**Description**:
If you try to write a dot in a inline tag (tag Interpolation), text highlighting changes.

**Gif:**
![2016-01-04_15-44-32](https://cloud.githubusercontent.com/assets/7034281/12089842/1cc9f378-b2fa-11e5-8645-2928e9938e16.gif)"
121967714,1236,Incorrect visualising markdown table,,['bug' 'help wanted' 'upstream' 'verified' 'markdown'],markdown,bug,,closed,2015-12-14 03:23:11+00:00,2016-06-16 16:20:30+00:00,4452.955277777778,louis993546,2,1,microsoft/vscode,long,markdown,0.1663,css-less-scss,0.0787,languages-basic,0.0664,1846,0.8025,273,0.801,1238,0.7994,vsc-long-markdown,pending,"When I want to indent the table, the markdown visualisation fail. The same format works perfectly on GitHub.
![screen shot 2015-12-14 at 11 20 46](https://cloud.githubusercontent.com/assets/3873011/11772191/caaea846-a254-11e5-9b14-eed4efe5ae55.png)
![screen shot 2015-12-14 at 11 20 32](https://cloud"
107902328,14418,Remove dead RateLimit function from API server handlers,,['kind/cleanup' 'area/apiserver' 'lgtm' 'size/S'],apiserver,cleanup,,closed,2015-09-23 11:45:25+00:00,2015-09-23 23:25:06+00:00,11.661388888888888,gmarek,3,1,kubernetes/kubernetes,hours,apiserver,0.1791,provider/gcp,0.053,nodecontroller,0.0494,13452,0.7564,6314,0.7298,12584,0.7266,k8s-hours-apiserver,pending,
69907088,7116,Print container statuses in `kubectl get pods`,,['area/introspection' 'sig/node' 'sig/api-machinery'],introspection,,,closed,2015-04-21 17:33:12+00:00,2015-04-22 16:18:14+00:00,22.750555555555554,yujuhong,6,1,kubernetes/kubernetes,hours,introspection,0.0915,kubelet,0.0617,usability,0.0596,10324,0.8271,10861,0.8235,9950,0.8002,k8s-hours-introspection,pending,"[INLINE_CODE] already prints one container per line. This change fills in
the status for each container listed. This aims to help users quickly identify
unhealthy pods (e.g. in a crash loop) at a glance.
- The first row of every pod would display the pod information and status
- Each row of the subs"
100608364,12596,kube-proxy: userspace proxier should clean up iptables proxier's mess,,['priority/backlog' 'sig/network' 'area/kube-proxy'],kube-proxy,,backlog,closed,2015-08-12 18:41:59+00:00,2015-08-13 08:18:34+00:00,13.609722222222222,thockin,4,0,kubernetes/kubernetes,hours,kube-proxy,0.6568,provider/gcp,0.0228,ui,0.0193,3760,0.9001,12682,0.8783,12597,0.8477,k8s-hours-kube-proxy,pending,"If you switch from iptables back to userspace, all the rules are left behind.

@BenTheElder"
59556018,4959,Use proxy instead of load balancer for Elasticsearch and Kibana,,['area/logging'],logging,,,closed,2015-03-02 21:42:34+00:00,2015-03-02 22:36:37+00:00,0.9008333333333334,satnam6502,6,0,kubernetes/kubernetes,hours,logging,0.167,introspection,0.049,provider/gcp,0.0461,7995,0.7991,7950,0.7985,7818,0.7961,k8s-hours-logging,pending,"This change:
- Removes the external load balancer from the Elasticsearch and Kibana services for cluster level logging and uses the proxy instead (are you happy now @thockin ?).
- Updates our [INLINE_CODE] image to specify the Elasticsearch service using its proxy address and removes the nginx proxy"
107462036,14261,Temporarily add Pod Garbage Collection to NodeController,,['priority/important-soon' 'area/nodecontroller'],nodecontroller,,important-soon,closed,2015-09-21 08:02:12+00:00,2015-09-21 08:11:31+00:00,0.15527777777777776,gmarek,1,0,kubernetes/kubernetes,hours,nodecontroller,0.2375,provider/gcp,0.0457,introspection,0.04,14325,0.8054,6228,0.7974,11631,0.7955,k8s-hours-nodecontroller,pending,"Spin off from #7660

We need to add a loop through Pods in NC that will periodically remove:
- Pods that are scheduled on non-existent Nodes,
- Pods that have their deletion grace period passed,
- terminated Pods (#12055 (comment))"
108218689,14524,MESOS: updated mesos-go and dep libs: zk and gogo/protobuf,,['lgtm' 'area/platform/mesos' 'size/XS'],platform/mesos,,,closed,2015-09-24 21:34:28+00:00,2015-09-25 20:30:29+00:00,22.933611111111112,jdef,5,1,kubernetes/kubernetes,hours,platform/mesos,0.8183,kubelet,0.0101,kube-proxy,0.0097,12313,0.8134,10733,0.8043,13596,0.7729,k8s-hours-platform-mesos,pending,"this is needed for mesos v0.24 compat

xref https://github.com/mesosphere/kubernetes-mesos/issues/494"
53700639,3297,GKE: Create network if needed.,,['area/provider/gcp'],provider/gcp,,,closed,2015-01-08 00:28:56+00:00,2015-01-08 00:53:17+00:00,0.4058333333333333,mbforbes,1,1,kubernetes/kubernetes,hours,provider/gcp,0.4027,test,0.0338,reliability,0.0256,3046,0.8175,3280,0.7794,5728,0.7703,k8s-hours-provider-gcp,pending,
99257349,12287,"(Openstack) Creating load balancer requests ""nil"" IP address if unspecified",,['kind/bug' 'area/provider/openstack'],provider/openstack,bug,,closed,2015-08-05 17:25:57+00:00,2015-08-05 22:45:57+00:00,5.333333333333333,jpgxs,0,0,kubernetes/kubernetes,hours,cloudprovider,0.1446,usability,0.056,kubectl,0.0499,12288,0.8718,12284,0.8328,7199,0.8129,k8s-hours-provider-openstack,pending,"When creating an external load balancer in OpenStack, if a Public IP is not specified (e.g. kubectl expose --public-ip=...) then the call to create a VirtualIP uses string ""nil"" as the IP Address (causing this to fail)"
90811972,10324,`kubectl describe pod` should list the reason/message of the status,"```
Name:               foo
Image(s):           ubuntu,ubuntu
Node:               e2e-test-yjhong-minion-y38q/
Labels:             <none>
Status:             Failed
IP:             
Replication Controllers:    <none>
Containers:
```

```
    ""status"": {
        ""phase"": ""Failed"",
        ""message"": ""Pod was active on the node longer than specified deadline"",
        ""reason"": ""DeadlineExceeded"",
        ""startTime"": ""2015-06-25T00:02:37Z""
    }
```","['priority/important-soon' 'area/usability' 'area/kubectl' 'sig/node'
 'sig/api-machinery']",usability,,important-soon,closed,2015-06-25 00:13:00+00:00,2015-06-25 17:57:31+00:00,17.741944444444446,yujuhong,3,1,kubernetes/kubernetes,hours,introspection,0.1051,usability,0.0806,kubectl,0.07,10560,0.8617,10861,0.8362,9490,0.8224,k8s-hours-usability,pending,"The reason/message is important when debugging why the pod is in the current non-running state. 

E.g., here is the output from [INLINE_CODE], which only shows the status is failed without giving any explanation.

[CODE_BLOCK]

If you do [INLINE_CODE], you can see the message/reason that explains th"
92160945,10559,Release 0.20.2,,['area/build-release' 'lgtm'],build-release,,,closed,2015-06-30 18:06:51+00:00,2015-06-30 18:38:25+00:00,0.5261111111111111,alex-mohr,3,1,kubernetes/kubernetes,hours,kubelet,0.0953,provider/gcp,0.0674,docker,0.0638,10400,0.8324,2874,0.8112,6936,0.7927,k8s-hours-build-release,pending,"Cherrypick 3 PRs into v0.20.2:
- Don't make kubelet systemd service depend on Docker #10400
- Kubelet doesn't fight apiserver for cputime on the master. #10471
- Wait until a token shows up to start addons (redux) #10542"
105416894,13677,MySQL Galera 3-Node Synchronous example provided,,['area/example'],example,,,closed,2015-09-08 16:19:42+00:00,2015-09-09 12:20:06+00:00,20.006666666666668,CaptTofu,1,0,kubernetes/kubernetes,hours,example,0.2347,provider/gcp,0.0443,ui,0.0385,13729,0.9009,1675,0.7644,8355,0.7379,k8s-hours-example,pending,"At Percona Live in Santa Clare in April, I did a talk on running a 3-node Galera cluster on Kubernetes. I recently updated this work for v1 and have a pull request I could immediately make. I work for HP and we have a corporate CLA. I would love to provide this example in the example directory and h"
65514230,6231,Host kubernetes/pause on gcr.io,,['area/kubelet' 'area/images-registry'],kubelet,,,closed,2015-03-31 18:18:26+00:00,2015-03-31 22:18:37+00:00,4.003055555555555,j3ffml,3,1,kubernetes/kubernetes,hours,kubelet,0.11,build-release,0.0447,example,0.0415,14357,0.8025,7809,0.8004,6317,0.8002,k8s-hours-kubelet,pending,"I believe this just requires changing the image name [here](https://github.com/GoogleCloudPlatform/kubernetes/blob/master/pkg/kubelet/kubelet.go#L861), but I wanted to check that there isn't other work to do before we move it. IIRC, the pause pod is cached on containervm, so we should make sure the "
100067712,12477,Cacher for watch in apiserver,,['sig/scalability' 'area/apiserver' 'lgtm'],apiserver,,,closed,2015-08-10 13:35:07+00:00,2015-08-14 10:37:05+00:00,93.03277777777778,wojtek-t,28,1,kubernetes/kubernetes,days,apiserver,0.0933,api,0.0497,controller-manager,0.0439,8915,0.8258,13022,0.8188,758,0.8186,k8s-days-apiserver,pending,"Ref #10475

Cacher implements watch and list at the apiserver level.

@lavalamp @davidopp @nikhiljindal @bprashanth @gmarek @fgrzadkowski 
@timothysc @smarterclayton"
106322235,13915,Improve documentation for client/metrics pkg,,['kind/documentation' 'area/client-libraries' 'lgtm' 'size/XS'],client-libraries,documentation,,closed,2015-09-14 11:26:02+00:00,2015-09-17 04:17:37+00:00,64.85972222222222,tmrts,9,1,kubernetes/kubernetes,days,client-libraries,0.3554,provider/gcp,0.0397,introspection,0.0294,12484,0.8433,14296,0.7934,9992,0.7618,k8s-days-client-libraries,pending,Adds documenation for the [INLINE_CODE] package and it's exposed members.
102411693,13034,runtime error when using OpenStack cloud provider,"```
Aug 21 15:58:00 k8s-master-01 kube-apiserver[29112]: panic: runtime error: invalid memory address or nil pointer dereference
Aug 21 15:58:00 k8s-master-01 kube-apiserver[29112]: [signal 0xb code=0x1 addr=0x0 pc=0x7f43bd]
Aug 21 15:58:00 k8s-master-01 kube-apiserver[29112]: goroutine 1 [running]:
Aug 21 15:58:00 k8s-master-01 kube-apiserver[29112]: k8s.io/kubernetes/pkg/cloudprovider/providers/openstack.(*OpenStack).Instances(0x0, 0x0, 0x0, 0x6)
Aug 21 15:58:00 k8s-master-01 kube-apiserver[29112]: /builddir/build/BUILD/kubernetes-b5a4a548df0cffb99bdcc3b9b9e48d4025d0541c/_output/local/go/src/k8s.io/kubernetes/pkg/cloudprovider/providers/openstack/openstack.go:163 +0x8ed
Aug 21 15:58:00 k8s-master-01 kube-apiserver[29112]: k8s.io/kubernetes/cmd/kube-apiserver/app.(*APIServer).Run(0xc82029b500, 0xc8202b6400, 0x0, 0x10, 0x0, 0x0)
Aug 21 15:58:00 k8s-master-01 kube-apiserver[29112]: /builddir/build/BUILD/kubernetes-b5a4a548df0cffb99bdcc3b9b9e48d4025d0541c/_output/local/go/src/k8s.io/kubernetes/cmd/kube-apiserver/app/server.go:384 +0x1439
Aug 21 15:58:00 k8s-master-01 kube-apiserver[29112]: main.main()
Aug 21 15:58:00 k8s-master-01 kube-apiserver[29112]: /builddir/build/BUILD/kubernetes-b5a4a548df0cffb99bdcc3b9b9e48d4025d0541c/_output/local/go/src/k8s.io/kubernetes/cmd/kube-apiserver/apiserver.go:48 +0x171
Aug 21 15:58:00 k8s-master-01 kube-apiserver[29112]: goroutine 17 [chan receive]:
Aug 21 15:58:00 k8s-master-01 kube-apiserver[29112]: github.com/golang/glog.(*loggingT).flushDaemon(0x1d27440)
Aug 21 15:58:00 k8s-master-01 kube-apiserver[29112]: /builddir/build/BUILD/kubernetes-b5a4a548df0cffb99bdcc3b9b9e48d4025d0541c/Godeps/_workspace/src/github.com/golang/glog/glog.go:879 +0x67
Aug 21 15:58:00 k8s-master-01 kube-apiserver[29112]: created by github.com/golang/glog.init.1
Aug 21 15:58:00 k8s-master-01 kube-apiserver[29112]: /builddir/build/BUILD/kubernetes-b5a4a548df0cffb99bdcc3b9b9e48d4025d0541c/Godeps/_workspace/src/github.com/golang/glog/glog.go:410 +0x297
Aug 21 15:58:00 k8s-master-01 kube-apiserver[29112]: goroutine 24 [syscall]:
Aug 21 15:58:00 k8s-master-01 kube-apiserver[29112]: os/signal.loop()
Aug 21 15:58:00 k8s-master-01 kube-apiserver[29112]: /usr/lib/golang/src/os/signal/signal_unix.go:22 +0x18
Aug 21 15:58:00 k8s-master-01 kube-apiserver[29112]: created by os/signal.init.1
Aug 21 15:58:00 k8s-master-01 kube-apiserver[29112]: /usr/lib/golang/src/os/signal/signal_unix.go:28 +0x37
Aug 21 15:58:00 k8s-master-01 kube-apiserver[29112]: goroutine 26 [runnable]:
```",['kind/support' 'area/cloudprovider'],cloudprovider,support,,closed,2015-08-21 16:06:12+00:00,2015-08-25 23:27:59+00:00,103.36305555555556,altvnk,1,0,kubernetes/kubernetes,days,cloudprovider,0.0751,extensibility,0.0577,provider/gcp,0.0466,14352,0.7897,13412,0.7826,13365,0.7658,k8s-days-cloudprovider,pending,"Hi,
I cannot configure OpenStack cloud provider in k8s. Apiserver fails immediately with following error:

[CODE_BLOCK]

[INLINE_CODE] contains all creds needed to operate OpenStack API, [INLINE_CODE] is starting with options [INLINE_CODE]

I assume that i make a mistake in configuration, but there "
108769517,14693,flaky e2e: DaemonRestart Controller Manager should not create/delete replicas across restart,,"['priority/important-soon' 'area/controller-manager'
 'sig/cluster-lifecycle' 'kind/flake']",controller-manager,flake,important-soon,closed,2015-09-29 00:01:30+00:00,2015-10-05 19:53:45+00:00,163.87083333333334,goltermann,8,1,kubernetes/kubernetes,days,controller-manager,0.7901,test-infra,0.0161,test,0.0121,14696,0.8346,14694,0.8149,14777,0.7832,k8s-days-controller-manager,pending,DaemonRestart Controller Manager should not create/delete replicas across restart (Failed 7 times in the last 30 runs. Stability: 76 %)
100603611,12595,Add status.podIP as a valid downward API target,,['area/downward-api' 'lgtm'],downward-api,,,closed,2015-08-12 18:18:47+00:00,2015-08-15 03:29:51+00:00,57.184444444444445,smarterclayton,25,1,kubernetes/kubernetes,days,downward-api,0.5522,provider/gcp,0.027,api,0.0266,11288,0.8871,386,0.8462,10130,0.7849,k8s-days-downward-api,pending,"Getting the public IP a container is supposed to use is O(hard),
and usually involves ugly gyrations in python or with interfaces.
Using the downward API means that the IP Kube is announcing to
other endpoints is also visible inside the container for pods to
identify themselves.

Fixes #11288

@bgra"
53159927,3182,Surfacing events for pods created by static config,,['priority/important-soon' 'area/introspection'],introspection,,important-soon,closed,2014-12-31 00:50:51+00:00,2015-01-07 00:34:29+00:00,167.72722222222222,dchen1107,1,1,kubernetes/kubernetes,days,introspection,0.0971,kubelet,0.0873,provider/gcp,0.0449,4090,0.8297,10885,0.8068,1954,0.7935,k8s-days-introspection,pending,"Pods, such as cadvisor and fluentd-es, created by static config have no selfLink set, so currently kubelet failed to generate events for them. When those containers run into trouble, it is very difficult to debug. We need to figure out how we want to identify these pods to the rest of the system. On"
102184440,12981,Add --cleanup-iptables flag to kube-proxy,,['sig/network' 'area/kube-proxy' 'lgtm'],kube-proxy,,,closed,2015-08-20 17:02:41+00:00,2015-08-21 21:36:31+00:00,28.56388888888889,BenTheElder,20,1,kubernetes/kubernetes,days,kube-proxy,0.6105,platform/mesos,0.1041,cloudprovider,0.0183,12986,0.824,5221,0.7988,12596,0.7949,k8s-days-kube-proxy,pending,"Adds a flag to cleanup iptables rules created by kube-proxy per
https://github.com/mesosphere/kubernetes-mesos/issues/353#issuecomment-1
27382832"
100661856,12621,Update Elasticsearch example to remove use of secrets,,['lgtm' 'area/logging'],logging,,,closed,2015-08-13 00:03:46+00:00,2015-08-18 18:49:29+00:00,138.76194444444445,satnam6502,20,1,kubernetes/kubernetes,days,logging,0.3454,example,0.0686,security,0.0353,9524,0.7696,10845,0.7116,7824,0.7101,k8s-days-logging,pending,"The Elasticsearch example was broken because it no longer needed to use secrets. Fixed, and also updated the example."
98302753,12062,The kube-apiserver cannot remove the invalid nodes,,['area/nodecontroller'],nodecontroller,,,closed,2015-07-31 02:20:53+00:00,2015-08-04 23:57:59+00:00,117.61833333333334,qq690388648,12,1,kubernetes/kubernetes,days,nodecontroller,0.1734,provider/gcp,0.1079,apiserver,0.0423,6285,0.773,9850,0.7557,8661,0.7522,k8s-days-nodecontroller,pending,"I have raise a 300-nodes kubernetes cluster with 1.0 version, and the bellow cmd show 300:
<code>kubectl get nodes | grep -c Ready</code>
The below cmd show 9:
<code>kubectl get nodes | grep -c NotReady</code>
And then I shutdown the 100 nodes of them (kill kubelet and halt the machine) and wait for"
98490960,12113,No such file or directory error: make-ca-cert,"```
function provision-master() {
...
    ~/kube/make-ca-cert ... <<< BROKEN
    ~/kube/make-ca-cert.sh ... <<< FIXED  
...
```",['area/os/ubuntu'],os/ubuntu,,,closed,2015-07-31 23:59:32+00:00,2015-08-04 23:52:50+00:00,95.88833333333334,eddiesimeon,2,0,kubernetes/kubernetes,days,os/ubuntu,0.5889,provider/gcp,0.0377,ui,0.0225,12115,1.0,2363,0.8258,2364,0.7951,k8s-days-os-ubuntu,pending,"When executing kube-up on a ubuntu cluster I'm getting the following error:
bash: /root/kube/make-ca-cert: No such file or directory

The following typo needs to be fixed:
kubernetes/cluster/ubuntu/util.sh

[CODE_BLOCK]"
109226663,14892,MESOS: Fix hostname check logic in scheduler,,['kind/bug' 'sig/scheduling' 'lgtm' 'area/platform/mesos' 'size/XS'],platform/mesos,bug,,closed,2015-10-01 04:14:45+00:00,2015-10-02 20:45:33+00:00,40.513333333333335,sttts,15,1,kubernetes/kubernetes,days,platform/mesos,0.6398,kube-proxy,0.0274,kubelet,0.0189,13943,0.8018,11156,0.7806,14610,0.7694,k8s-days-platform-mesos,pending,"This is purely cosmetics, avoiding a wrong log output.

Fixes https://github.com/mesosphere/kubernetes-mesos/issues/522"
107655437,14338,GKE Release Notes possibly outdated,,['kind/documentation' 'area/provider/gcp'],provider/gcp,documentation,,closed,2015-09-22 06:45:07+00:00,2015-09-23 18:22:47+00:00,35.62777777777778,JeanMertz,1,1,kubernetes/kubernetes,days,provider/gcp,0.991,build-release,0.0007,platform/gce,0.0005,3315,0.8397,871,0.8315,3146,0.8177,k8s-days-provider-gcp,pending,"Looking at this page: https://cloud.google.com/container-engine/release-notes#supported_kubernetes_api_versions

It seems that:
1. GCE is running a Kubernetes master version ([INLINE_CODE]) that was released a month and a half ago
2. the Release Notes itself are almost a month old, while updates whe"
100814748,12665,automatically configuring HAProxy,,['kind/support' 'area/HA'],HA,support,,closed,2015-08-13 16:37:29+00:00,2015-08-25 21:57:57+00:00,293.3411111111111,erictune,5,1,kubernetes/kubernetes,weeks,app-lifecycle,0.0636,provider/gcp,0.0493,api,0.0479,12111,0.8289,12655,0.7774,11221,0.7682,k8s-weeks-HA,pending,"## @jjfiguep wrote in another issue : 

Hi,

First of all, this is my first comment in GitHub and sorry if this is not the correct place.

In previous comments it is discussed the possibility to use Kubernetes and HAProxy. Also it is commented the option to periodically detect new services and updat"
91913614,10501,Unregister v1beta3,,['priority/critical-urgent' 'area/apiserver' 'sig/api-machinery'],apiserver,,critical-urgent,closed,2015-06-29 21:25:58+00:00,2015-07-09 22:02:36+00:00,240.61055555555555,nikhiljindal,4,1,kubernetes/kubernetes,weeks,api,0.0647,apiserver,0.0622,cloudprovider,0.0595,10525,0.9123,6098,0.8639,8087,0.8287,k8s-weeks-apiserver,pending,"We need to stop supporting v1beta3 before 1.0.

We can stop exposing v1beta3 by default in the master (https://github.com/GoogleCloudPlatform/kubernetes/blob/master/cmd/kube-apiserver/app/server.go#L290), which is a small change.
To totally disallow users to use v1beta3, we can stop registering the "
